datetime,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2020040320,8.0,4.0,4.0
2020040321,4.0,4.0,4.0
2020040322,4.0,4.0,4.0
2020040323,4.0,4.0,4.0
2020040324,4.0,4.0,4.0
2020040401,4.0,4.0,4.0
2020040402,8.0,4.0,4.0
2020040403,8.0,4.0,4.0
2020040404,8.0,4.0,4.0
2020040405,8.0,4.0,4.0
2020040406,8.0,4.0,4.0
2020040407,8.0,8.0,4.0
2020040408,8.0,8.0,4.0
2020040409,8.0,8.0,4.0
2020040410,8.0,8.0,4.0
2020040411,8.0,8.0,4.0
2020040412,8.0,8.0,4.0
2020040413,8.0,8.0,4.0
2020040414,8.0,8.0,4.0
2020040415,12.0,8.0,4.0
2020040416,8.0,8.0,4.0
2020040417,8.0,8.0,4.0
2020040418,12.0,4.0,4.0
2020040419,8.0,4.0,4.0
2020040420,8.0,4.0,4.0
2020040421,4.0,4.0,4.0
2020040422,8.0,4.0,4.0
2020040423,4.0,4.0,4.0
2020040424,4.0,4.0,4.0
2020040501,4.0,4.0,4.0
2020040502,4.0,4.0,4.0
2020040503,4.0,4.0,4.0
2020040504,4.0,4.0,4.0
2020040505,8.0,4.0,4.0
2020040506,4.0,8.0,4.0
2020040507,4.0,4.0,4.0
2020040508,8.0,4.0,4.0
2020040509,8.0,8.0,4.0
2020040510,4.0,4.0,4.0
2020040511,4.0,4.0,0.0
2020040512,4.0,4.0,0.0
2020040513,4.0,4.0,4.0
2020040514,4.0,4.0,0.0
2020040515,4.0,8.0,0.0
2020040516,4.0,4.0,4.0
2020040517,4.0,4.0,0.0
2020040518,4.0,8.0,0.0
2020040519,4.0,4.0,0.0
2020040520,4.0,4.0,0.0
2020040521,4.0,4.0,0.0
2020040522,4.0,4.0,32.0
2020040523,4.0,4.0,0.0
2020040524,4.0,4.0,4.0
2020040601,4.0,4.0,4.0
2020040602,4.0,4.0,4.0
2020040603,4.0,4.0,4.0
2020040604,0.0,4.0,4.0
2020040605,0.0,4.0,4.0
2020040606,0.0,4.0,4.0
2020040607,0.0,4.0,4.0
2020040608,8.0,8.0,4.0
2020040609,8.0,8.0,0.0
2020040610,8.0,8.0,4.0
2020040611,4.0,8.0,4.0
2020040612,4.0,8.0,4.0
2020040613,8.0,4.0,4.0
2020040614,8.0,8.0,4.0
2020040615,12.0,8.0,4.0
2020040616,0.0,8.0,0.0
2020040617,12.0,8.0,4.0
2020040618,4.0,4.0,4.0
2020040619,4.0,4.0,4.0
2020040620,4.0,4.0,4.0
2020040621,8.0,4.0,4.0
2020040622,8.0,4.0,4.0
2020040623,8.0,4.0,4.0
2020040624,8.0,4.0,4.0
2020040701,8.0,8.0,4.0
2020040702,20.0,4.0,4.0
2020040703,12.0,4.0,4.0
2020040704,4.0,8.0,4.0
2020040705,8.0,4.0,4.0
2020040706,8.0,4.0,4.0
2020040707,8.0,8.0,4.0
2020040708,8.0,8.0,4.0
2020040709,4.0,8.0,0.0
2020040710,8.0,8.0,4.0
2020040711,8.0,8.0,4.0
2020040712,8.0,8.0,4.0
2020040713,4.0,8.0,4.0
2020040714,8.0,8.0,4.0
2020040715,8.0,8.0,4.0
2020040716,8.0,8.0,4.0
2020040717,4.0,8.0,4.0
2020040718,8.0,8.0,4.0
2020040719,4.0,8.0,4.0
2020040720,8.0,8.0,4.0
2020040721,4.0,8.0,4.0
2020040722,4.0,4.0,4.0
2020040723,4.0,4.0,4.0
2020040724,4.0,4.0,4.0
2020040801,4.0,4.0,4.0
2020040802,4.0,4.0,4.0
2020040803,4.0,4.0,4.0
2020040804,8.0,4.0,4.0
2020040805,4.0,4.0,4.0
2020040806,4.0,4.0,4.0
2020040807,8.0,4.0,4.0
2020040808,8.0,8.0,4.0
2020040809,8.0,8.0,4.0
2020040810,4.0,8.0,4.0
2020040811,8.0,8.0,4.0
2020040812,8.0,8.0,4.0
2020040813,8.0,8.0,4.0
2020040814,8.0,8.0,4.0
2020040815,8.0,8.0,4.0
2020040816,8.0,8.0,4.0
2020040817,8.0,8.0,4.0
2020040818,8.0,4.0,4.0
2020040819,8.0,4.0,4.0
2020040820,4.0,4.0,4.0
2020040821,4.0,4.0,4.0
2020040822,4.0,4.0,4.0
2020040823,8.0,4.0,4.0
2020040824,4.0,4.0,4.0
2020040901,20.0,28.0,4.0
2020040902,32.0,32.0,4.0
2020040903,0.0,32.0,0.0
2020040904,0.0,32.0,0.0
2020040905,4.0,36.0,4.0
2020040906,20.0,32.0,4.0
2020040907,4.0,32.0,4.0
2020040908,8.0,32.0,4.0
2020040909,4.0,32.0,4.0
2020040910,8.0,32.0,4.0
2020040911,4.0,32.0,4.0
2020040912,16.0,32.0,4.0
2020040913,36.0,32.0,4.0
2020040914,12.0,32.0,4.0
2020040915,8.0,32.0,0.0
2020040916,4.0,32.0,0.0
2020040917,8.0,32.0,4.0
2020040918,4.0,32.0,4.0
2020040919,0.0,32.0,0.0
2020040920,0.0,32.0,0.0
2020040921,0.0,32.0,4.0
2020040922,4.0,32.0,0.0
2020040923,28.0,32.0,4.0
2020040924,0.0,32.0,4.0
2020041001,4.0,4.0,4.0
2020041002,4.0,4.0,4.0
2020041003,20.0,4.0,4.0
2020041004,4.0,4.0,4.0
2020041005,8.0,4.0,4.0
2020041006,4.0,4.0,4.0
2020041007,4.0,8.0,4.0
2020041008,16.0,8.0,4.0
2020041009,8.0,8.0,4.0
2020041010,8.0,8.0,4.0
2020041011,8.0,8.0,4.0
2020041012,8.0,8.0,4.0
2020041013,8.0,8.0,4.0
2020041014,8.0,8.0,4.0
2020041015,8.0,4.0,4.0
2020041016,4.0,8.0,4.0
2020041017,8.0,8.0,4.0
2020041018,8.0,8.0,4.0
2020041019,4.0,8.0,4.0
2020041020,8.0,8.0,4.0
2020041021,8.0,8.0,4.0
2020041022,4.0,4.0,4.0
2020041023,8.0,8.0,4.0
2020041024,4.0,8.0,4.0
2020041101,4.0,4.0,4.0
2020041102,4.0,4.0,4.0
2020041103,8.0,4.0,4.0
2020041104,8.0,4.0,4.0
2020041105,48.0,4.0,4.0
2020041106,8.0,4.0,4.0
2020041107,4.0,8.0,4.0
2020041108,48.0,8.0,4.0
2020041109,20.0,8.0,20.0
2020041110,8.0,8.0,4.0
2020041111,4.0,8.0,4.0
2020041112,8.0,8.0,4.0
2020041113,8.0,8.0,4.0
2020041114,8.0,8.0,4.0
2020041115,4.0,8.0,4.0
2020041116,8.0,8.0,4.0
2020041117,8.0,8.0,4.0
2020041118,8.0,4.0,4.0
2020041119,8.0,8.0,4.0
2020041120,8.0,4.0,4.0
2020041121,8.0,4.0,4.0
2020041122,4.0,4.0,4.0
2020041123,0.0,4.0,4.0
2020041124,0.0,4.0,0.0
2020041201,4.0,4.0,0.0
2020041202,0.0,0.0,0.0
2020041203,8.0,0.0,0.0
2020041204,4.0,0.0,4.0
2020041205,0.0,0.0,0.0
2020041206,4.0,0.0,0.0
2020041207,20.0,0.0,0.0
2020041208,4.0,4.0,4.0
2020041209,4.0,4.0,4.0
2020041210,4.0,8.0,4.0
2020041211,4.0,8.0,4.0
2020041212,4.0,8.0,4.0
2020041213,4.0,8.0,4.0
2020041214,4.0,8.0,4.0
2020041215,4.0,8.0,4.0
2020041216,4.0,4.0,4.0
2020041217,4.0,4.0,4.0
2020041218,4.0,4.0,4.0
2020041219,4.0,4.0,4.0
2020041220,4.0,4.0,4.0
2020041221,4.0,4.0,4.0
2020041222,4.0,0.0,0.0
2020041223,4.0,0.0,0.0
2020041224,8.0,0.0,4.0
2020041301,8.0,0.0,4.0
2020041302,4.0,0.0,0.0
2020041303,0.0,0.0,4.0
2020041304,12.0,0.0,0.0
2020041305,8.0,0.0,8.0
2020041306,0.0,0.0,0.0
2020041307,0.0,0.0,0.0
2020041308,0.0,0.0,0.0
2020041309,0.0,0.0,0.0
2020041310,0.0,0.0,4.0
2020041311,0.0,0.0,4.0
2020041312,0.0,0.0,0.0
2020041313,0.0,0.0,0.0
2020041314,0.0,0.0,0.0
2020041315,0.0,0.0,0.0
2020041316,0.0,0.0,0.0
2020041317,0.0,0.0,0.0
2020041318,0.0,0.0,0.0
2020041319,0.0,0.0,0.0
2020041320,0.0,0.0,4.0
2020041321,0.0,0.0,0.0
2020041322,0.0,0.0,0.0
2020041323,0.0,0.0,8.0
2020041324,8.0,0.0,8.0
2020041401,0.0,0.0,24.0
2020041402,4.0,0.0,16.0
2020041403,0.0,0.0,32.0
2020041404,0.0,4.0,4.0
2020041405,0.0,0.0,4.0
2020041406,16.0,4.0,4.0
2020041407,8.0,4.0,4.0
2020041408,8.0,8.0,4.0
2020041409,4.0,4.0,4.0
2020041410,8.0,4.0,4.0
2020041411,0.0,8.0,4.0
2020041412,0.0,4.0,0.0
2020041413,0.0,4.0,0.0
2020041414,4.0,4.0,0.0
2020041415,8.0,4.0,8.0
2020041416,8.0,4.0,4.0
2020041417,4.0,4.0,4.0
2020041418,8.0,4.0,4.0
2020041419,8.0,8.0,4.0
2020041420,4.0,8.0,4.0
2020041421,4.0,8.0,4.0
2020041422,4.0,8.0,4.0
2020041423,8.0,8.0,4.0
2020041424,8.0,4.0,4.0
