datetime,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2020041124,4.0,12.0,4.0
2020041201,0.0,0.0,0.0
2020041202,0.0,0.0,0.0
2020041203,0.0,0.0,0.0
2020041204,0.0,0.0,0.0
2020041205,0.0,0.0,0.0
2020041206,0.0,0.0,0.0
2020041207,0.0,0.0,0.0
2020041208,4.0,0.0,0.0
2020041209,4.0,0.0,0.0
2020041210,4.0,8.0,0.0
2020041211,4.0,8.0,4.0
2020041212,4.0,12.0,4.0
2020041213,8.0,8.0,4.0
2020041214,8.0,8.0,4.0
2020041215,12.0,12.0,4.0
2020041216,8.0,12.0,4.0
2020041217,8.0,12.0,4.0
2020041218,8.0,12.0,4.0
2020041219,8.0,16.0,4.0
2020041220,8.0,12.0,4.0
2020041221,8.0,12.0,4.0
2020041222,4.0,4.0,4.0
2020041223,4.0,4.0,0.0
2020041224,4.0,4.0,0.0
2020041301,4.0,4.0,0.0
2020041302,0.0,0.0,0.0
2020041303,0.0,0.0,0.0
2020041304,0.0,0.0,0.0
2020041305,0.0,0.0,0.0
2020041306,0.0,0.0,0.0
2020041307,0.0,0.0,0.0
2020041308,0.0,0.0,0.0
2020041309,0.0,0.0,0.0
2020041310,4.0,0.0,0.0
2020041311,0.0,0.0,0.0
2020041312,0.0,0.0,0.0
2020041313,0.0,0.0,0.0
2020041314,0.0,0.0,0.0
2020041315,0.0,0.0,0.0
2020041316,0.0,0.0,0.0
2020041317,0.0,0.0,0.0
2020041318,4.0,0.0,0.0
2020041319,0.0,4.0,0.0
2020041320,0.0,4.0,0.0
2020041321,0.0,0.0,0.0
2020041322,0.0,0.0,0.0
2020041323,0.0,0.0,0.0
2020041324,0.0,0.0,0.0
2020041401,0.0,0.0,0.0
2020041402,0.0,0.0,0.0
2020041403,0.0,0.0,0.0
2020041404,0.0,0.0,0.0
2020041405,0.0,4.0,0.0
2020041406,4.0,4.0,4.0
2020041407,4.0,8.0,4.0
2020041408,4.0,16.0,4.0
2020041409,4.0,12.0,4.0
2020041410,8.0,12.0,4.0
2020041411,8.0,16.0,8.0
2020041412,4.0,20.0,8.0
2020041413,12.0,16.0,4.0
2020041414,8.0,12.0,4.0
2020041415,8.0,24.0,8.0
2020041416,8.0,16.0,4.0
2020041417,8.0,20.0,8.0
2020041418,8.0,16.0,4.0
2020041419,8.0,12.0,8.0
2020041420,8.0,12.0,8.0
2020041421,8.0,8.0,4.0
2020041422,8.0,8.0,4.0
2020041423,8.0,8.0,4.0
2020041424,12.0,8.0,4.0
