datetime,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2020040502,12.0,4.0,4.0
2020040503,12.0,8.0,8.0
2020040504,12.0,8.0,8.0
2020040505,12.0,8.0,8.0
2020040506,12.0,12.0,4.0
2020040507,12.0,12.0,4.0
2020040508,12.0,12.0,4.0
2020040509,4.0,12.0,4.0
2020040510,4.0,16.0,4.0
2020040511,4.0,16.0,4.0
2020040512,4.0,16.0,4.0
2020040513,8.0,16.0,4.0
2020040514,8.0,12.0,4.0
2020040515,8.0,16.0,4.0
2020040516,4.0,12.0,8.0
2020040517,8.0,12.0,8.0
2020040518,8.0,12.0,4.0
2020040519,12.0,12.0,4.0
2020040520,8.0,12.0,4.0
2020040521,4.0,4.0,12.0
2020040522,4.0,4.0,8.0
2020040523,4.0,8.0,12.0
2020040524,4.0,8.0,12.0
2020040601,4.0,8.0,4.0
2020040602,4.0,4.0,8.0
2020040603,4.0,8.0,8.0
2020040604,4.0,8.0,4.0
2020040605,4.0,8.0,8.0
2020040606,4.0,8.0,8.0
2020040607,8.0,8.0,8.0
2020040608,8.0,12.0,8.0
2020040609,12.0,12.0,8.0
2020040610,12.0,12.0,8.0
2020040611,8.0,12.0,8.0
2020040612,12.0,8.0,8.0
2020040613,12.0,8.0,8.0
2020040614,12.0,8.0,8.0
2020040615,16.0,8.0,8.0
2020040616,16.0,8.0,4.0
2020040617,12.0,8.0,8.0
2020040618,12.0,8.0,8.0
2020040619,8.0,8.0,12.0
2020040620,8.0,8.0,8.0
2020040621,8.0,8.0,8.0
2020040622,8.0,4.0,8.0
2020040623,4.0,8.0,8.0
2020040624,4.0,8.0,8.0
2020040701,8.0,8.0,4.0
2020040702,8.0,8.0,8.0
2020040703,4.0,8.0,4.0
2020040704,4.0,8.0,4.0
2020040705,4.0,12.0,4.0
2020040706,4.0,8.0,8.0
2020040707,4.0,12.0,8.0
2020040708,4.0,20.0,8.0
2020040709,4.0,16.0,8.0
2020040710,8.0,16.0,8.0
2020040711,8.0,16.0,8.0
2020040712,8.0,8.0,8.0
2020040713,12.0,8.0,8.0
2020040714,12.0,8.0,4.0
2020040715,12.0,8.0,4.0
2020040716,12.0,8.0,4.0
2020040717,12.0,8.0,4.0
2020040718,12.0,8.0,4.0
2020040719,12.0,12.0,4.0
2020040720,12.0,8.0,4.0
2020040721,8.0,12.0,8.0
2020040722,8.0,8.0,8.0
2020040723,12.0,8.0,8.0
2020040724,12.0,8.0,8.0
2020040801,8.0,8.0,4.0
2020040802,8.0,8.0,4.0
2020040803,8.0,8.0,4.0
2020040804,4.0,8.0,8.0
2020040805,4.0,8.0,8.0
2020040806,4.0,8.0,4.0
2020040807,8.0,12.0,8.0
2020040808,8.0,20.0,12.0
2020040809,8.0,16.0,8.0
2020040810,12.0,16.0,16.0
2020040811,12.0,8.0,8.0
2020040812,12.0,16.0,12.0
2020040813,16.0,12.0,8.0
2020040814,16.0,12.0,4.0
2020040815,16.0,12.0,4.0
2020040816,12.0,8.0,4.0
2020040817,12.0,8.0,4.0
2020040818,12.0,4.0,4.0
2020040819,12.0,4.0,4.0
2020040820,12.0,8.0,8.0
2020040821,8.0,8.0,16.0
2020040822,12.0,8.0,20.0
2020040823,8.0,8.0,12.0
2020040824,12.0,8.0,20.0
2020040901,16.0,4.0,12.0
2020040902,12.0,8.0,12.0
2020040903,12.0,8.0,8.0
2020040904,12.0,4.0,8.0
2020040905,8.0,12.0,4.0
2020040906,8.0,8.0,4.0
2020040907,8.0,20.0,4.0
2020040908,8.0,12.0,8.0
2020040909,12.0,20.0,8.0
2020040910,8.0,24.0,8.0
2020040911,8.0,16.0,8.0
2020040912,12.0,8.0,8.0
2020040913,12.0,16.0,4.0
2020040914,16.0,16.0,4.0
2020040915,12.0,16.0,4.0
2020040916,16.0,12.0,4.0
2020040917,16.0,16.0,4.0
2020040918,16.0,20.0,4.0
2020040919,4.0,20.0,4.0
2020040920,0.0,8.0,4.0
2020040921,0.0,4.0,4.0
2020040922,4.0,8.0,4.0
2020040923,0.0,12.0,4.0
2020040924,4.0,4.0,0.0
2020041001,4.0,8.0,0.0
2020041002,4.0,8.0,4.0
2020041003,4.0,4.0,0.0
2020041004,4.0,4.0,4.0
2020041005,4.0,4.0,0.0
2020041006,0.0,8.0,8.0
2020041007,4.0,12.0,8.0
2020041008,4.0,12.0,8.0
2020041009,12.0,12.0,4.0
2020041010,12.0,16.0,8.0
2020041011,12.0,20.0,8.0
2020041012,16.0,12.0,4.0
2020041013,12.0,12.0,8.0
2020041014,12.0,12.0,4.0
2020041015,12.0,16.0,4.0
2020041016,12.0,16.0,8.0
2020041017,12.0,16.0,4.0
2020041018,8.0,12.0,8.0
2020041019,8.0,12.0,4.0
2020041020,8.0,12.0,4.0
2020041021,8.0,12.0,4.0
2020041022,8.0,12.0,4.0
2020041023,4.0,12.0,4.0
2020041024,4.0,12.0,8.0
2020041101,4.0,12.0,4.0
2020041102,4.0,12.0,4.0
2020041103,4.0,12.0,4.0
2020041104,4.0,8.0,4.0
2020041105,4.0,8.0,4.0
2020041106,4.0,12.0,4.0
2020041107,4.0,16.0,4.0
2020041108,8.0,16.0,4.0
2020041109,8.0,12.0,4.0
2020041110,8.0,12.0,4.0
2020041111,8.0,20.0,4.0
2020041112,12.0,16.0,8.0
2020041113,8.0,12.0,8.0
2020041114,12.0,12.0,8.0
2020041115,12.0,12.0,4.0
2020041116,12.0,16.0,4.0
2020041117,12.0,16.0,4.0
2020041118,12.0,16.0,4.0
2020041119,12.0,20.0,4.0
2020041120,8.0,12.0,4.0
2020041121,8.0,12.0,4.0
2020041122,4.0,12.0,4.0
2020041123,0.0,8.0,4.0
2020041124,0.0,12.0,4.0
2020041201,0.0,0.0,0.0
2020041202,0.0,0.0,0.0
2020041203,0.0,0.0,0.0
2020041204,0.0,0.0,0.0
2020041205,0.0,0.0,0.0
2020041206,0.0,0.0,0.0
2020041207,0.0,0.0,0.0
2020041208,0.0,0.0,0.0
2020041209,0.0,4.0,0.0
2020041210,0.0,8.0,0.0
2020041211,4.0,12.0,4.0
2020041212,4.0,12.0,4.0
2020041213,8.0,8.0,4.0
2020041214,8.0,8.0,4.0
2020041215,8.0,12.0,4.0
2020041216,8.0,12.0,4.0
2020041217,8.0,12.0,4.0
2020041218,8.0,12.0,4.0
2020041219,8.0,16.0,4.0
2020041220,12.0,12.0,4.0
2020041221,8.0,12.0,4.0
2020041222,4.0,0.0,0.0
2020041223,4.0,0.0,0.0
2020041224,4.0,0.0,0.0
2020041301,4.0,0.0,0.0
2020041302,0.0,0.0,0.0
2020041303,0.0,0.0,0.0
2020041304,0.0,0.0,0.0
2020041305,0.0,0.0,0.0
2020041306,0.0,0.0,0.0
2020041307,4.0,0.0,0.0
2020041308,0.0,0.0,0.0
2020041309,4.0,0.0,0.0
2020041310,4.0,0.0,0.0
2020041311,0.0,4.0,0.0
2020041312,0.0,4.0,0.0
2020041313,0.0,0.0,0.0
2020041314,4.0,4.0,0.0
2020041315,0.0,0.0,0.0
2020041316,0.0,0.0,0.0
2020041317,0.0,0.0,0.0
2020041318,0.0,0.0,0.0
2020041319,0.0,0.0,0.0
2020041320,0.0,0.0,0.0
2020041321,4.0,0.0,0.0
2020041322,0.0,0.0,0.0
2020041323,0.0,0.0,0.0
2020041324,0.0,0.0,0.0
2020041401,0.0,0.0,0.0
2020041402,0.0,0.0,0.0
2020041403,4.0,0.0,0.0
2020041404,4.0,0.0,0.0
2020041405,4.0,4.0,0.0
2020041406,4.0,4.0,0.0
2020041407,8.0,8.0,4.0
2020041408,8.0,12.0,4.0
2020041409,8.0,12.0,8.0
2020041410,8.0,12.0,4.0
2020041411,16.0,12.0,4.0
2020041412,12.0,16.0,4.0
2020041413,12.0,16.0,4.0
2020041414,8.0,12.0,4.0
2020041415,8.0,20.0,8.0
2020041416,12.0,16.0,8.0
2020041417,12.0,16.0,4.0
2020041418,8.0,12.0,4.0
2020041419,4.0,12.0,8.0
2020041420,4.0,12.0,4.0
2020041421,8.0,8.0,4.0
2020041422,4.0,8.0,4.0
2020041423,8.0,8.0,4.0
2020041424,8.0,8.0,4.0
