datetime,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2020040413,52.0,16.0,40.0
2020040414,72.0,16.0,40.0
2020040415,52.0,16.0,40.0
2020040416,68.0,16.0,40.0
2020040417,56.0,16.0,40.0
2020040418,120.0,16.0,40.0
2020040419,140.0,16.0,36.0
2020040420,68.0,16.0,36.0
2020040421,52.0,16.0,24.0
2020040422,64.0,16.0,36.0
2020040423,88.0,16.0,36.0
2020040424,60.0,16.0,32.0
2020040501,28.0,16.0,36.0
2020040502,32.0,16.0,44.0
2020040503,36.0,16.0,60.0
2020040504,28.0,16.0,60.0
2020040505,32.0,32.0,48.0
2020040506,44.0,40.0,24.0
2020040507,56.0,28.0,36.0
2020040508,72.0,28.0,36.0
2020040509,12.0,20.0,32.0
2020040510,68.0,32.0,28.0
2020040511,36.0,32.0,20.0
2020040512,88.0,28.0,16.0
2020040513,60.0,20.0,12.0
2020040514,60.0,20.0,12.0
2020040515,60.0,28.0,16.0
2020040516,52.0,24.0,28.0
2020040517,52.0,24.0,20.0
2020040518,52.0,44.0,16.0
2020040519,64.0,40.0,24.0
2020040520,60.0,20.0,16.0
2020040521,56.0,28.0,76.0
2020040522,76.0,20.0,84.0
2020040523,136.0,20.0,40.0
2020040524,128.0,20.0,20.0
2020040601,100.0,4.0,36.0
2020040602,128.0,4.0,36.0
2020040603,124.0,4.0,44.0
2020040604,36.0,4.0,32.0
2020040605,36.0,4.0,28.0
2020040606,24.0,4.0,28.0
2020040607,28.0,4.0,24.0
2020040608,56.0,4.0,48.0
2020040609,52.0,4.0,24.0
2020040610,68.0,4.0,28.0
2020040611,64.0,4.0,28.0
2020040612,72.0,4.0,16.0
2020040613,80.0,4.0,20.0
2020040614,52.0,4.0,16.0
2020040615,48.0,4.0,12.0
2020040616,32.0,4.0,8.0
2020040617,48.0,8.0,12.0
2020040618,44.0,8.0,12.0
2020040619,44.0,8.0,20.0
2020040620,48.0,4.0,20.0
2020040621,40.0,12.0,32.0
2020040622,28.0,12.0,24.0
2020040623,40.0,8.0,12.0
2020040624,40.0,8.0,12.0
2020040701,36.0,64.0,72.0
2020040702,16.0,68.0,40.0
2020040703,32.0,52.0,36.0
2020040704,32.0,52.0,36.0
2020040705,28.0,52.0,32.0
2020040706,40.0,52.0,36.0
2020040707,44.0,72.0,32.0
2020040708,52.0,52.0,24.0
2020040709,56.0,52.0,24.0
2020040710,48.0,48.0,20.0
2020040711,48.0,60.0,20.0
2020040712,44.0,64.0,20.0
2020040713,44.0,64.0,20.0
2020040714,56.0,64.0,16.0
2020040715,44.0,60.0,12.0
2020040716,44.0,76.0,12.0
2020040717,64.0,76.0,12.0
2020040718,64.0,76.0,12.0
2020040719,64.0,60.0,12.0
2020040720,68.0,76.0,8.0
2020040721,64.0,80.0,32.0
2020040722,36.0,88.0,104.0
2020040723,32.0,80.0,44.0
2020040724,36.0,76.0,32.0
2020040801,24.0,8.0,12.0
2020040802,40.0,8.0,12.0
2020040803,40.0,8.0,16.0
2020040804,32.0,4.0,20.0
2020040805,28.0,4.0,24.0
2020040806,48.0,4.0,28.0
2020040807,52.0,4.0,40.0
2020040808,48.0,4.0,36.0
2020040809,56.0,20.0,36.0
2020040810,36.0,12.0,32.0
2020040811,40.0,4.0,24.0
2020040812,40.0,4.0,20.0
2020040813,56.0,4.0,16.0
2020040814,48.0,4.0,16.0
2020040815,40.0,4.0,16.0
2020040816,40.0,4.0,12.0
2020040817,36.0,0.0,12.0
2020040818,36.0,0.0,12.0
2020040819,32.0,0.0,20.0
2020040820,32.0,0.0,16.0
2020040821,36.0,8.0,24.0
2020040822,24.0,8.0,56.0
2020040823,36.0,0.0,32.0
2020040824,40.0,0.0,28.0
2020040901,16.0,8.0,24.0
2020040902,64.0,4.0,20.0
2020040903,16.0,12.0,40.0
2020040904,16.0,8.0,28.0
2020040905,48.0,4.0,20.0
2020040906,56.0,16.0,16.0
2020040907,20.0,12.0,20.0
2020040908,72.0,20.0,20.0
2020040909,32.0,28.0,20.0
2020040910,48.0,24.0,20.0
2020040911,24.0,24.0,20.0
2020040912,60.0,16.0,24.0
2020040913,56.0,12.0,12.0
2020040914,56.0,12.0,12.0
2020040915,56.0,12.0,16.0
2020040916,56.0,16.0,24.0
2020040917,44.0,12.0,48.0
2020040918,28.0,24.0,16.0
2020040919,4.0,32.0,44.0
2020040920,36.0,20.0,28.0
2020040921,4.0,12.0,20.0
2020040922,12.0,12.0,12.0
2020040923,0.0,4.0,12.0
2020040924,0.0,16.0,12.0
2020041001,36.0,4.0,8.0
2020041002,32.0,4.0,8.0
2020041003,12.0,4.0,20.0
2020041004,28.0,4.0,20.0
2020041005,28.0,0.0,16.0
2020041006,24.0,4.0,16.0
2020041007,32.0,4.0,20.0
2020041008,24.0,0.0,20.0
2020041009,40.0,0.0,20.0
2020041010,52.0,0.0,20.0
2020041011,52.0,0.0,16.0
2020041012,52.0,0.0,12.0
2020041013,20.0,4.0,12.0
2020041014,148.0,4.0,8.0
2020041015,32.0,4.0,12.0
2020041016,28.0,4.0,8.0
2020041017,28.0,4.0,8.0
2020041018,44.0,4.0,16.0
2020041019,48.0,8.0,16.0
2020041020,44.0,4.0,16.0
2020041021,32.0,4.0,12.0
2020041022,28.0,4.0,8.0
2020041023,36.0,4.0,8.0
2020041024,52.0,4.0,8.0
2020041101,68.0,4.0,8.0
2020041102,48.0,4.0,8.0
2020041103,52.0,4.0,8.0
2020041104,20.0,4.0,12.0
2020041105,80.0,0.0,16.0
2020041106,28.0,0.0,20.0
2020041107,36.0,4.0,16.0
2020041108,40.0,0.0,20.0
2020041109,60.0,0.0,20.0
2020041110,40.0,0.0,20.0
2020041111,44.0,8.0,12.0
2020041112,40.0,0.0,12.0
2020041113,40.0,0.0,12.0
2020041114,40.0,0.0,20.0
2020041115,40.0,0.0,8.0
2020041116,40.0,4.0,8.0
2020041117,40.0,4.0,16.0
2020041118,40.0,4.0,8.0
2020041119,32.0,4.0,12.0
2020041120,36.0,4.0,8.0
2020041121,32.0,4.0,12.0
2020041122,28.0,4.0,12.0
2020041123,16.0,8.0,8.0
2020041124,0.0,4.0,12.0
2020041201,8.0,0.0,0.0
2020041202,12.0,4.0,0.0
2020041203,4.0,4.0,12.0
2020041204,4.0,20.0,0.0
2020041205,16.0,24.0,12.0
2020041206,0.0,28.0,12.0
2020041207,0.0,28.0,12.0
2020041208,32.0,16.0,12.0
2020041209,40.0,4.0,16.0
2020041210,44.0,4.0,20.0
2020041211,36.0,12.0,20.0
2020041212,36.0,16.0,16.0
2020041213,44.0,16.0,16.0
2020041214,40.0,16.0,16.0
2020041215,36.0,20.0,12.0
2020041216,36.0,20.0,12.0
2020041217,32.0,8.0,12.0
2020041218,36.0,8.0,16.0
2020041219,60.0,12.0,12.0
2020041220,32.0,12.0,8.0
2020041221,28.0,16.0,8.0
2020041222,20.0,16.0,0.0
2020041223,32.0,12.0,0.0
2020041224,24.0,4.0,0.0
2020041301,52.0,8.0,0.0
2020041302,40.0,8.0,0.0
2020041303,8.0,8.0,0.0
2020041304,36.0,12.0,0.0
2020041305,76.0,12.0,0.0
2020041306,0.0,36.0,0.0
2020041307,0.0,16.0,0.0
2020041308,0.0,20.0,0.0
2020041309,4.0,8.0,0.0
2020041310,20.0,8.0,0.0
2020041311,0.0,12.0,0.0
2020041312,0.0,20.0,0.0
2020041313,0.0,8.0,0.0
2020041314,0.0,8.0,0.0
2020041315,0.0,8.0,0.0
2020041316,4.0,28.0,0.0
2020041317,4.0,20.0,0.0
2020041318,24.0,20.0,0.0
2020041319,0.0,24.0,0.0
2020041320,8.0,24.0,0.0
2020041321,108.0,24.0,0.0
2020041322,48.0,20.0,0.0
2020041323,20.0,20.0,0.0
2020041324,32.0,20.0,0.0
2020041401,36.0,4.0,0.0
2020041402,56.0,4.0,16.0
2020041403,48.0,0.0,20.0
2020041404,56.0,4.0,24.0
2020041405,36.0,4.0,24.0
2020041406,16.0,0.0,24.0
2020041407,44.0,4.0,28.0
2020041408,72.0,4.0,28.0
2020041409,68.0,4.0,20.0
2020041410,104.0,4.0,20.0
2020041411,80.0,4.0,24.0
2020041412,56.0,4.0,24.0
2020041413,44.0,4.0,24.0
2020041414,72.0,4.0,24.0
2020041415,52.0,8.0,24.0
2020041416,40.0,4.0,20.0
2020041417,44.0,4.0,20.0
2020041418,44.0,8.0,40.0
2020041419,92.0,16.0,36.0
2020041420,44.0,8.0,24.0
2020041421,48.0,16.0,16.0
2020041422,92.0,8.0,16.0
2020041423,28.0,4.0,24.0
2020041424,24.0,4.0,28.0
